term,ngram_n,document_frequency,title_document_frequency,weighted_frequency,아이템,퀘스트,몬스터,직업,시세,기타,dominant_category,category_purity,category_confidence,score,example_1,example_2,example_3
하는중인데,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,템사기 vs 6차업글 도 환산 사이트보고 하면 되나요?,선생님들 챌섭 일리움 검마 잡는데 3페이지 꿀팁 있나요?,복귀뉴비 챌섭 키우는데 리프할 서버 추천부탁드려요
해볼려고,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,진짜 찐 뉴비 템세팅,형님들 챌섭캐릭 삭제하고싶습니다,5년로아 접은 쌩뉴비 메이플 시작 질문
했지,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,대장장이 고견 나눠주실 메짱엉아들?,부티크 티켓은 어느 타이밍에 사는게 좋을까요?,와이프가 시작한다해서 보마로 하버 만들어줬는데 텔포직업을 원합니다 ㅠ
확신,1,4,0,4,2,0,0,1,0,1,직업,0.25,0.5707208543046036,1.2639888463843538,"모멘텀패스 1차, 2차 각각 다른 캐릭터에 지정 가능한가요?",템셋계획좀 봐주실수 있을까요??,챌섭에서 285렙 2개 키우려고 하는 메린이 입니다! 질문 있습니다
복귀하고,1,5,0,5,0,0,0,1,1,3,시세,0.2,0.41055717526767627,1.263689587836718,18살 본섭에서 길드가입이 현실적으로 가능할지가 궁금합니다.,진짜 메이플 고수만 오셈,고민!
회사,1,5,0,5,0,0,0,1,1,3,시세,0.2,0.41055717526767627,1.263689587836718,제로<>렌 직변 해보신분 궁금합니다.,핸즈 옥션 그린아이디등록? 어케하나요..,넥슨링크 pc조작 오류 왜이럴까요
12개,1,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,메린이 제네패스 어둠의 흔적 관련해서 질문,메린이 해방 질문드립니다!!,
7개,1,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,선생님들 카웅 선행퀘 질문있습니다!,혹시 미라클때 올릴만한게 있을까여,메린이 미라클에 메소 다 박았는데 조언좀..
구매해야,1,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,메잘알 선배님들 질문,루컨마 가격 질문있습니다 선배님들,템진로 고민과 조언이 필요합니다 .
나오는지,1,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,(제네 해방) 하드 검마 파티격 흔적 획득량,메이플 페어리하트 주문서 질문,메린이 해방하면 챌린저 달수 있나염?
나온다고,1,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,(제네 해방) 하드 검마 파티격 흔적 획득량,제네시스무기 잠재 질문드립니다(찐늅입니다ㅠㅠ),아버 대체 아케인 직작 or 완제구매
다음 주에,2,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,10000마리 사냥 보약 마릿수가 다음 주로 이월 되나요?,4만 복귀 카이저 메린이,챌섭 복귀 메린이 질문 부탁드립니다..
맨날,1,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,칠흑 아랫급에 별누르는건 요새 별로임?,부티크 티켓은 어느 타이밍에 사는게 좋을까요?,일퀘 깨고나서 도원경심볼만 안합쳐짐
못했는데,1,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,드메부터 맞출지 스펙을 올릴지 추천좀 해주세요,해방무기 질문,"검마2인 스펙, 챌2 구하는 법 알려주실분"
물욕템,1,3,0,4,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,메잘알 선배님들 질문,드랍템 먼저 맞출까요 스펙업을 먼저 할까요,안녕하세요 시즌4 유입 메린이입니다. 템세팅때문에 고민이 있어요 ㅠㅠ 도와주세요..!!!
본섭 넘어가서,2,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,뉴비 여기서 과금 더 안하고 첼은 많이 힘들까용,아버 대체 아케인 직작 or 완제구매,챌섭 뉴비 아이템 구매 추천
부족하고,1,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,재네패스샀는데 검마 필수인가요?,챌섭 하드메이린 최소컷만큼 템셋 질문이요,솔 에르다 어따 써?
일단 본섭,2,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,모멘텀 패스 구매고민,본섭 7만 중후반 주차 후 챌섭 갈아타는 게 맞을까요?,레테 퀘스트 문의
있는데 제네시스,2,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,(제네 해방) 하드 검마 파티격 흔적 획득량,제네시스 무기 해방 관련 질문입니다!,
잡고 나중,2,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,챌린저스섭 진로가 궁그미합니다!,렌 스펙업 도움 부탁드려도 될까요?,해방 어둠의 흔적 질문
직업 아란입니다,2,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,보스 윌을 클리어하지를 못하겠습니다..,안녕하세요 뉴빕니다,챌섭 뉴비 270억으로 어느부위부터 바꿔야할까요?...
칼로스 대적자,2,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,칠흑 보통 얼마정도 하나요?,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?,님들 282렙 86000점인데 챌 하려면
하느라,1,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,뉴비 여기서 과금 더 안하고 첼은 많이 힘들까용,스펙업 방향성 질문드립니다.,레전드리잠재 한장 남는거 어따써야할까요
하는거 아닌가요,2,3,0,3,2,1,0,0,0,0,퀘스트,0.3333333333333333,0.8192273143421167,1.2609922837338796,이번 챌린저스 뉴비 입니다. 훼방퀘 흔적 질문 드립니다.,메린이 제네패스 어둠의 흔적 관련해서 질문,
못잡는데,1,4,0,4,1,1,0,1,0,1,퀘스트,0.25,0.5632037245575907,1.2579396695805896,진짜 진지해요 바이퍼 질문하나만 할게요 ㅜㅜ,..이벤트핑크빈이거잡으라고만든거맞음?,카링 안잡아도 플라즈마하트 업글이 될까요?
시작했고,1,4,0,4,1,1,0,1,0,1,퀘스트,0.25,0.5632037245575907,1.2579396695805896,챌섭 호영 템셋 질문,뉴비 챌린저스 서버 부캐(?) 질문,챌섭에서 285렙 2개 키우려고 하는 메린이 입니다! 질문 있습니다
전직,1,4,0,5,1,1,0,1,0,1,퀘스트,0.25,0.5632037245575907,1.2579396695805896,챌섭 보상 250 레테 딸깍 했는데 템 세팅 추천 좀 부탁합니다,메린이 컴퓨터 질문 드려도 되나요..?,뉴비 복귀유저 자유전직 문의 드립니다
현타,1,4,0,4,1,1,0,1,0,1,퀘스트,0.25,0.5632037245575907,1.2579396695805896,복귀 뉴비 질문...,제네시스패스 너무 어려워요,누가 메이플 접는건 능지순이라 했는데...
환산주스탯 기준,2,4,0,4,1,0,1,2,0,0,직업,0.5,0.5513897461722361,1.2484327372255561,뉴비 환산주스탯 보스 배율,렌인데 하드 메이린 최소컷 질문,잠재 21퍼 27퍼 관련 문의
눌러,1,4,0,4,0,1,0,1,0,2,퀘스트,0.25,0.5479884749640008,1.245695669809054,블래스터 매그팡도 안됨,사냥 관련 질문,이벤트 출첵창이 안열려요 ㅜㅠ
당하고,1,4,0,4,0,1,0,1,0,2,퀘스트,0.25,0.5479884749640008,1.245695669809054,타명의 계정 재화 옮기면 정지 당하나요,제네시스 패스 플러스 질문입니다,노말 세렌 원래 빡센가요?
같은게,1,5,0,5,1,0,1,0,1,2,몬스터,0.2,0.3897689953559498,1.2450658787342919,보조무기 매물을 더 찾고 싶습니다,렉 끊김현상 도와주실분..,대적자 최소컷 질문
가나요,1,4,0,4,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.2397779092445937,렌 돌진기 질문,오프라인 상태 길드가입신청,에픽잠재 상태에서 유잠 바르면 어떻게 되나요??
고민인게,1,4,0,4,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.2397779092445937,레테유입 이제뭐함?,291 메르 vs 281 레테 조언 부탁드립니당ㅠ,챌섭 챌린저 목표 겸
그렇다고,1,4,0,4,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.2397779092445937,다음 스펙업을 뭐 하는게 나으려나요??,유챔 미리 등록해두면 좋은가요??,챌섭뉴비 과금 질문
기분,1,4,0,4,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.2397779092445937,안녕하세요 메린이인데 질문있습니다.,보조격 분배 질문,레테 계속 밀까요? 나워 부캐 시작할까요?
드리겠습니다,1,4,0,4,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.2397779092445937,"안녕하세요 메쌤, 메형님들 뉴비 질문 몇 가지만 해도 될까요?",진힐라 질문드립니다.,플래닛 여기에 질문해도될까요? 뉴비 썬콜 템세팅 질문좀요 ㅠ
아무리 찾아봐,2,4,0,4,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.2397779092445937,5차 스킬코어 슬롯 강화 기능 없어졌나요?,레테 극딜 순서 질문,검마 결정석이 없습니다.
알고싶습니다,1,4,0,4,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.2397779092445937,4만 메린이 템세팅 질문 드립니다,유챔 세렌 질문,블링크헤어 ai 일러스트 대체 헤어 알려주실분
예전에,1,4,0,4,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.2397779092445937,유니온 계정 버리고 새로 키우는게 맞을까요 조언 부탁드립니다!,복귀뉴비 챌섭 키우는데 리프할 서버 추천부탁드려요,이지카링 솔플하면 플라즈마로 업글 가능한가요?
챌린저스패스,1,4,0,4,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.2397779092445937,뉴비 검마까지 방향성 조언좀....,만약 하버 하나를 더 주면,메뉴비 질문입니다
25일에,1,3,0,3,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,제네패스 플러스 재화 사용처 추천 부탁드립니다.,마네킹 오류,6월에 검마 잡았는데 7월1일 검마흔적
구매한 상태입니다,2,3,0,3,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,무자본 하드메이린 방향 추천 부탁드립니다.,제네패스 해방 날짜 메린이 질문드립니다!,소과금 메린이 템셋팅 순서 좀 알려주시면 감사합니다.
기사,1,3,0,4,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,메잘알 선배님들 질문,성형헤어장비 정보 찾고싶은데 아는분 있을까요,챌섭 검마 기운먹자 시세가 어떻게되나요?
다음주부터,1,3,0,3,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,완전 첫 캐릭으로 키우는 메린이인데…첫 해방후 어떻게해야할지에 대해서,뉴비 해방패스,MVP 유지 기간이 궁금합니다 !
말지,1,3,0,4,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,제네시스 패스 플러스 살까요?,이번에 검마를 잡았는데 지금이라도 제네 패스 늦지 않았나요?,뉴비 제네패스 질문
보스 하드,2,3,0,3,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?,챌섭 메린이 에메랄드까지 목표잡았는데...,제네패스 해방 날짜 메린이 질문드립니다!
않음,1,3,0,3,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,제네무기 바꾸고 싶은데 어떻게함?,마빌 채광을 들어갈 수가 없음ㅠㅠ,연합 토큰 어떻게 얻나요?
올라갈까요,1,3,0,3,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,레테 하드메이린 잡고싶은데 템좀 봐주세요 ㅠㅠ,하드 메이린 배율 좀 올려서 도전하고 싶은데,1000만원
이번달 검마,2,3,0,3,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,해방무기 작 하는 거 질문,대적자코인,제네패스 플러스
추가 현질,2,3,0,3,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,형님들 템 뭐 부터 교체해야 하는지 추천 부탁드립니다.,"챌썹 몬파, 에픽던전 메포 어디까지 쓰나요?",안녕하세요 멍청한 메린이입니다..
한주,1,3,0,3,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.2389487438557145,챌섭 메린이 보스 현상금 코인 이벤트질문 있어요,미트라 잠재 고민중입니다.,흔적 3000개 넘겨서 300개넘게 날아갔는데 복구해줄까요?
난이도,1,4,0,4,0,0,1,2,0,1,직업,0.5,0.536955091375009,1.236816896883778,본캐 / 챌섭 부캐 투자우선권 질문입니다.,선생님들 혹시 노말흉성 많이 어렵나요?,복귀유저 직업 네개중에 뭐가 괜춘할까요?
10분,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,5석펫인데 스펙업 순서 추천 좀…,검마 솔격 4페 몇분쯤에 진입해야 깰만함?,챌섭 노말 진힐라 잡기 위해 쌍레구매?
2줄인데,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,무보 이런데 해방하고 정옵띄우면 하드메이린 가능한가요??,대적자 코인 사용처 질문,레테 제네무기 피드백 해주실분
2초뚝,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,에테 모상하 잠재 질문!,메린이 템셋 조언 부탁드립니다.,렌 카칼 질문드립니다.
3가지,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,모험가 22성 나오면 18둘둘로 하드 메이린 가능할까요?,천천히 챌 가려하는 뉴비 검마 질문,제네패스 플러스 대적자 코인은 어떻게 쓰나요?
3만,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,해방 후 큐브 사용 순서 질문,카가엔슬,선생님들 복귀 뉴비 템진로 조언 부탁드립니다.
4주,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,챌린저스 서버 캐릭터 육성 질문,240억 정도 써서 보조를 살지 아님 칠흑 4셋을 할지 고민입니다,메린이 하메 잡기까지 메소 얼마나 써야할까요?
70퍼,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,익스우 처음 도전할때 몇퍼로 도전하는게 정배인가요?,챌섭 방무 질문,메린이 하드메이린킬 위한 스펙업 조언부탁드려요
97퍼,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,챌섭 보마 무보엠 적당한지,제 보조무기 윗잠이,메린이 검마 해방 2인 트라이할려면 배율 몇퍼까지 가능해요??
거진,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,똥블렘 언제까지 써야하나요? 투자를 좀 해서...,"섀도어 템환 7만 후반, 헥환 7만 초반 템세팅 질문",대적자 최소컷 질문
걸린다는데,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,제네시스 패스 질문좀요,크크올 크덱올 장갑,이지칼로스 2-1 패턴 질문이있습니다 ㅜㅠ
나오고있습니다,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,레테 하드메이린 잡고싶은데 템좀 봐주세요 ㅠㅠ,뉴비 하드세렌 질문드립니다,메린이 하드메이린킬 위한 스펙업 조언부탁드려요
나오긴,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,렌 해방무기좀 봐주셈 큐브,세렌 딜 충분할까요?,제 보조무기 윗잠이
나오던데,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,이제 뭘 더 올리지... 레벨은 너무 오래 걸리는데ㅇㅅㅇ,이번 유입 앞으로 템세팅 관해서 여쭤봅니다,뉴비 보스컷
너무어려워서,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,이지윌 전투력 1166만이면잡나요?,전투력 1100만 렌 이지윌잡을수있나요?,
너무어려워서 아이템버닝받아야되는데,2,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,이지윌 전투력 1166만이면잡나요?,전투력 1100만 렌 이지윌잡을수있나요?,
너무어려워서 아이템버닝받아야되는데 이지윌잡을수있나요,3,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,이지윌 전투력 1166만이면잡나요?,전투력 1100만 렌 이지윌잡을수있나요?,
널널하게,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,선생님들 헥사환산 몇을 목표로 잡아야할까요?,메이플 챌섭 뉴비 아이템 추가 스펙업 질문합니다!,형들 익스우 135퍼
다음 못잡겠죠,2,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,이지윌 전투력 1166만이면잡나요?,전투력 1100만 렌 이지윌잡을수있나요?,
대적자까지,1,3,0,4,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,안녕하세요 챌섭유입 뉴비입니다.,메린이 드메템 질문있어요,이번 제네시스 패스 플러스로 고민이 있습니다.
도전하려고,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,이지 대적자가 안잡혀서 다음 템세팅 조언좀요..,크뎀 장갑 고민입니다 ㅠㅠ,혹시 검마 20분 되면서 바뀐거 있나요?!
드메템 사서,2,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,드메 vs 스펙업,자석펫 팔기 vs 쓰기,메린이 드메템 사야되나요?
말씀해주시면,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,챌섭 스펙업 뭐부터해야할까요?,헥환 4.5 이후 템셋팅 질문.,메린이 하메 잡기까지 메소 얼마나 써야할까요?
머가,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,핵환 4.4 도미먹었는디,뉴비 렌 해방 잠재 질문합니다!,검마 제네패스로 120배율인데
모르겟습니다,1,3,0,3,2,0,1,0,0,0,몬스터,0.3333333333333333,0.7635000897868343,1.2223651151529544,제네시스 무기 1추랑 2추보공중에서 어떤거 골라야하나요?,뭔가 잘못됏음은 알겟는데,레전잠 한장 어따써야될까요?
